No,;Time;Source;Destination;Protocol;Length;Info;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
910;21.277.639;104.118.148.140;192,168,43,84;TCP;5574;443  >  57209 [ACK] Seq=807632 Ack=618 Win=31360 Len=5520 [TCP segment of a reassembled PDU];;21,277639;21,277743;0,000104;;-9,40E-05;0,000198;0,000292
911;21.277.743;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=813152 Win=1051392 Len=0;;21,277743;21,277941;0,000198;;0,000143;5,50E-05;-8,80E-05
912;21.277.941;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=813152 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,277941;21,277996;5,50E-05;;-0,00346;0,003515;0,006975
913;21.277.996;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=814532 Win=1051392 Len=0;;21,277996;21,281511;0,003515;;0,002228;0,001287;-0,000941
914;21.281.511;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=814532 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,281511;21,282798;0,001287;;0,001214;7,30E-05;-0,001141
915;21.282.798;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=815912 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,282798;21,282871;7,30E-05;;-0,000885;0,000958;0,001843
916;21.282.871;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=817292 Win=1051392 Len=0;;21,282871;21,283829;0,000958;;0,000862;9,60E-05;-0,000766
917;21.283.829;104.118.148.140;192,168,43,84;TLSv1,2;6954;Application Data [TCP segment of a reassembled PDU];;21,283829;21,283925;9,60E-05;;-0,003694;0,00379;0,007484
918;21.283.925;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=824192 Win=1051392 Len=0;;21,283925;21,287715;0,00379;;0,003669;0,000121;-0,003548
919;21.287.715;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=824192 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,287715;21,287836;0,000121;;-0,00017;0,000291;0,000461
920;21.287.836;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=825572 Win=1051392 Len=0;;21,287836;21,288127;0,000291;;0,000224;6,70E-05;-0,000157
921;21.288.127;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=825572 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;21,288127;21,288194;6,70E-05;;-0,001963;0,00203;0,003993
922;21.288.194;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=828332 Win=1051392 Len=0;;21,288194;21,290224;0,00203;;9,20E-05;0,001938;0,001846
923;21.290.224;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;21,290224;21,292162;0,001938;;0,00181;0,000128;-0,001682
924;21.292.162;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=829712 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,292162;21,29229;0,000128;;-0,000274;0,000402;0,000676
925;21.292.290;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=831092 Win=1051392 Len=0;;21,29229;21,292692;0,000402;;0,000285;0,000117;-0,000168
926;21.292.692;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=831092 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;21,292692;21,292809;0,000117;;-0,00169;0,001807;0,003497
927;21.292.809;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=833852 Win=1051392 Len=0;;21,292809;21,294616;0,001807;;0,001097;0,00071;-0,000387
928;21.294.616;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=833852 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,294616;21,295326;0,00071;;0,000586;0,000124;-0,000462
929;21.295.326;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=835232 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;21,295326;21,29545;0,000124;;-0,001714;0,001838;0,003552
930;21.295.450;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=839372 Win=1051392 Len=0;;21,29545;21,297288;0,001838;;0,000589;0,001249;0,00066
931;21.297.288;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=839372 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,297288;21,298537;0,001249;;0,001121;0,000128;-0,000993
932;21.298.537;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=840752 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,298537;21,298665;0,000128;;-1,80E-05;0,000146;0,000164
933;21.298.665;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=842132 Win=1051392 Len=0;;21,298665;21,298811;0,000146;;-0,002004;0,00215;0,004154
934;21.298.811;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=842132 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,298811;21,300961;0,00215;;0,002032;0,000118;-0,001914
935;21.300.961;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=843512 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,300961;21,301079;0,000118;;-0,000443;0,000561;0,001004
936;21.301.079;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=844892 Win=1051392 Len=0;;21,301079;21,30164;0,000561;;0,000439;0,000122;-0,000317
937;21.301.640;104.118.148.140;192,168,43,84;TLSv1,2;4194;Application Data [TCP segment of a reassembled PDU];;21,30164;21,301762;0,000122;;-0,001271;0,001393;0,002664
938;21.301.762;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=849032 Win=1051392 Len=0;;21,301762;21,303155;0,001393;;0,00128;0,000113;-0,001167
939;21.303.155;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=849032 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,303155;21,303268;0,000113;;-0,000154;0,000267;0,000421
940;21.303.268;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=850412 Win=1051392 Len=0;;21,303268;21,303535;0,000267;;-0,008327;0,008594;0,016921
941;21.303.535;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=850412 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,303535;21,312129;0,008594;;0,008476;0,000118;-0,008358
942;21.312.129;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=851792 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,312129;21,312247;0,000118;;-0,000458;0,000576;0,001034
943;21.312.247;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=853172 Win=1051392 Len=0;;21,312247;21,312823;0,000576;;0,000385;0,000191;-0,000194
944;21.312.823;104.118.148.140;192,168,43,84;TLSv1,2;6954;Application Data [TCP segment of a reassembled PDU];;21,312823;21,313014;0,000191;;-0,001305;0,001496;0,002801
945;21.313.014;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=860072 Win=1051392 Len=0;;21,313014;21,31451;0,001496;;0,001377;0,000119;-0,001258
946;21.314.510;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=860072 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,31451;21,314629;0,000119;;-0,000627;0,000746;0,001373
947;21.314.629;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=861452 Win=1051392 Len=0;;21,314629;21,315375;0,000746;;0,000634;0,000112;-0,000522
948;21.315.375;104.118.148.140;192,168,43,84;TCP;6954;443  >  57209 [ACK] Seq=861452 Ack=618 Win=31360 Len=6900 [TCP segment of a reassembled PDU];;21,315375;21,315487;0,000112;;-0,004897;0,005009;0,009906
949;21.315.487;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=868352 Win=1051392 Len=0;;21,315487;21,320496;0,005009;;0,004815;0,000194;-0,004621
950;21.320.496;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=868352 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,320496;21,32069;0,000194;;2,20E-05;0,000172;0,00015
951;21.320.690;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=869732 Win=1051392 Len=0;;21,32069;21,320862;0,000172;;-0,007665;0,007837;0,015502
952;21.320.862;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;21,320862;21,328699;0,007837;;0,007716;0,000121;-0,007595
953;21.328.699;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=871112 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,328699;21,32882;0,000121;;-0,019872;0,019993;0,039865
954;21.328.820;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=872492 Win=1051392 Len=0;;21,32882;21,348813;0,019993;;0,018924;0,001069;-0,017855
955;21.348.813;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=872492 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,348813;21,349882;0,001069;;0,000882;0,000187;-0,000695
956;21.349.882;104.118.148.140;192,168,43,84;TCP;8334;443  >  57209 [ACK] Seq=873872 Ack=618 Win=31360 Len=8280 [TCP segment of a reassembled PDU];;21,349882;21,350069;0,000187;;-0,008295;0,008482;0,016777
957;21.350.069;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=882152 Win=1051392 Len=0;;21,350069;21,358551;0,008482;;0,008362;0,00012;-0,008242
958;21.358.551;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=882152 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,358551;21,358671;0,00012;;-0,001356;0,001476;0,002832
959;21.358.671;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=883532 Win=1051392 Len=0;;21,358671;21,360147;0,001476;;0,001321;0,000155;-0,001166
960;21.360.147;104.118.148.140;192,168,43,84;TLSv1,2;9714;Application Data [TCP segment of a reassembled PDU];;21,360147;21,360302;0,000155;;-0,000835;0,00099;0,001825
961;21.360.302;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=893192 Win=1051392 Len=0;;21,360302;21,361292;0,00099;;0,000847;0,000143;-0,000704
962;21.361.292;104.118.148.140;192,168,43,84;TLSv1,2;9714;Application Data [TCP segment of a reassembled PDU];;21,361292;21,361435;0,000143;;-0,000537;0,00068;0,001217
963;21.361.435;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=902852 Win=1051392 Len=0;;21,361435;21,362115;0,00068;;0,000558;0,000122;-0,000436
964;21.362.115;104.118.148.140;192,168,43,84;TCP;5574;443  >  57209 [ACK] Seq=902852 Ack=618 Win=31360 Len=5520 [TCP segment of a reassembled PDU];;21,362115;21,362237;0,000122;;-0,002307;0,002429;0,004736
965;21.362.237;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=908372 Win=1051392 Len=0;;21,362237;21,364666;0,002429;;0,001987;0,000442;-0,001545
966;21.364.666;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=908372 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,364666;21,365108;0,000442;;0,000351;9,10E-05;-0,00026
967;21.365.108;104.118.148.140;192,168,43,84;TLSv1,2;2814;Application Data [TCP segment of a reassembled PDU];;21,365108;21,365199;9,10E-05;;-0,002144;0,002235;0,004379
968;21.365.199;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=912512 Win=1051392 Len=0;;21,365199;21,367434;0,002235;;0,002104;0,000131;-0,001973
969;21.367.434;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=912512 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,367434;21,367565;0,000131;;-0,001222;0,001353;0,002575
970;21.367.565;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=913892 Win=1051392 Len=0;;21,367565;21,368918;0,001353;;0,001225;0,000128;-0,001097
971;21.368.918;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=913892 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;21,368918;21,369046;0,000128;;-0,001069;0,001197;0,002266
972;21.369.046;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=918032 Win=1051392 Len=0;;21,369046;21,370243;0,001197;;0,001055;0,000142;-0,000913
973;21.370.243;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;21,370243;21,370385;0,000142;;-3,90E-05;0,000181;0,00022
974;21.370.385;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=919412 Win=1051392 Len=0;;21,370385;21,370566;0,000181;;0,000102;7,90E-05;-2,30E-05
975;21.370.566;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=919412 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;21,370566;21,370645;7,90E-05;;-9,90E-05;0,000178;0,000277
976;21.370.645;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=922172 Win=1051392 Len=0;;21,370645;21,370823;0,000178;;-0,001108;0,001286;0,002394
977;21.370.823;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=922172 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,370823;21,372109;0,001286;;0,001188;9,80E-05;-0,00109
978;21.372.109;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=923552 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,372109;21,372207;9,80E-05;;-0,000163;0,000261;0,000424
979;21.372.207;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=924932 Win=1051392 Len=0;;21,372207;21,372468;0,000261;;-0,002258;0,002519;0,004777
980;21.372.468;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=924932 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,372468;21,374987;0,002519;;0,002396;0,000123;-0,002273
981;21.374.987;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=926312 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,374987;21,37511;0,000123;;-0,000467;0,00059;0,001057
982;21.375.110;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=927692 Win=1051392 Len=0;;21,37511;21,3757;0,00059;;0,000463;0,000127;-0,000336
983;21.375.700;104.118.148.140;192,168,43,84;TCP;5574;443  >  57209 [ACK] Seq=927692 Ack=618 Win=31360 Len=5520 [TCP segment of a reassembled PDU];;21,3757;21,375827;0,000127;;-0,001853;0,00198;0,003833
984;21.375.827;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=933212 Win=1051392 Len=0;;21,375827;21,377807;0,00198;;0,001701;0,000279;-0,001422
985;21.377.807;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=933212 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,377807;21,378086;0,000279;;0,000197;8,20E-05;-0,000115
986;21.378.086;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;21,378086;21,378168;8,20E-05;;-0,007991;0,008073;0,016064
987;21.378.168;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=935972 Win=1051392 Len=0;;21,378168;21,386241;0,008073;;0,006448;0,001625;-0,004823
988;21.386.241;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=935972 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,386241;21,387866;0,001625;;0,001427;0,000198;-0,001229
989;21.387.866;104.118.148.140;192,168,43,84;TCP;11094;443  >  57209 [ACK] Seq=937352 Ack=618 Win=31360 Len=11040 [TCP segment of a reassembled PDU];;21,387866;21,388064;0,000198;;4,10E-05;0,000157;0,000116
990;21.388.064;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=948392 Win=1051392 Len=0;;21,388064;21,388221;0,000157;;8,60E-05;7,10E-05;-1,50E-05
991;21.388.221;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=948392 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,388221;21,388292;7,10E-05;;-0,005206;0,005277;0,010483
992;21.388.292;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=949772 Win=1051392 Len=0;;21,388292;21,393569;0,005277;;0,004092;0,001185;-0,002907
993;21.393.569;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=949772 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,393569;21,394754;0,001185;;0,001073;0,000112;-0,000961
994;21.394.754;104.118.148.140;192,168,43,84;TLSv1,2;8334;Application Data [TCP segment of a reassembled PDU];;21,394754;21,394866;0,000112;;-0,000182;0,000294;0,000476
995;21.394.866;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=959432 Win=1051392 Len=0;;21,394866;21,39516;0,000294;;0,000215;7,90E-05;-0,000136
996;21.395.160;104.118.148.140;192,168,43,84;TLSv1,2;2814;Application Data [TCP segment of a reassembled PDU];;21,39516;21,395239;7,90E-05;;-0,00192;0,001999;0,003919
997;21.395.239;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=962192 Win=1051392 Len=0;;21,395239;21,397238;0,001999;;0,001911;8,80E-05;-0,001823
998;21.397.238;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=962192 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,397238;21,397326;8,80E-05;;-0,000725;0,000813;0,001538
999;21.397.326;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=963572 Win=1051392 Len=0;;21,397326;21,398139;0,000813;;0,000714;9,90E-05;-0,000615
1000;21.398.139;104.118.148.140;192,168,43,84;TCP;5574;443  >  57209 [ACK] Seq=963572 Ack=618 Win=31360 Len=5520 [TCP segment of a reassembled PDU];;21,398139;21,398238;9,90E-05;;-0,003992;0,004091;0,008083
1001;21.398.238;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=969092 Win=1051392 Len=0;;21,398238;21,402329;0,004091;;0,002721;0,00137;-0,001351
1002;21.402.329;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=969092 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,402329;21,403699;0,00137;;0,001239;0,000131;-0,001108
1003;21.403.699;104.118.148.140;192,168,43,84;TLSv1,2;9714;Application Data [TCP segment of a reassembled PDU];;21,403699;21,40383;0,000131;;-0,000344;0,000475;0,000819
1004;21.403.830;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=980132 Win=1051392 Len=0;;21,40383;21,404305;0,000475;;0,000339;0,000136;-0,000203
1005;21.404.305;104.118.148.140;192,168,43,84;TLSv1,2;5574;Application Data [TCP segment of a reassembled PDU];;21,404305;21,404441;0,000136;;-0,008317;0,008453;0,01677
1006;21.404.441;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=985652 Win=1051392 Len=0;;21,404441;21,412894;0,008453;;0,008104;0,000349;-0,007755
1007;21.412.894;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=985652 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,412894;21,413243;0,000349;;0,000266;8,30E-05;-0,000183
1008;21.413.243;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=987032 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,413243;21,413326;8,30E-05;;-0,007603;0,007686;0,015289
1009;21.413.326;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=988412 Win=1051392 Len=0;;21,413326;21,421012;0,007686;;0,005408;0,002278;-0,00313
1010;21.421.012;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=988412 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,421012;21,42329;0,002278;;0,002152;0,000126;-0,002026
1011;21.423.290;104.118.148.140;192,168,43,84;TLSv1,2;16614;Application Data [TCP segment of a reassembled PDU];;21,42329;21,423416;0,000126;;-0,000145;0,000271;0,000416
1012;21.423.416;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1006352 Win=1051392 Len=0;;21,423416;21,423687;0,000271;;0,00021;6,10E-05;-0,000149
1013;21.423.687;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=1006352 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;21,423687;21,423748;6,10E-05;;-0,00187;0,001931;0,003801
1014;21.423.748;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1009112 Win=1051392 Len=0;;21,423748;21,425679;0,001931;;0,001852;7,90E-05;-0,001773
1015;21.425.679;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1009112 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,425679;21,425758;7,90E-05;;-0,000838;0,000917;0,001755
1016;21.425.758;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1010492 Win=1051392 Len=0;;21,425758;21,426675;0,000917;;0,000813;0,000104;-0,000709
1017;21.426.675;104.118.148.140;192,168,43,84;TLSv1,2;6954;Application Data [TCP segment of a reassembled PDU];;21,426675;21,426779;0,000104;;-0,001293;0,001397;0,00269
1018;21.426.779;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1017392 Win=1051392 Len=0;;21,426779;21,428176;0,001397;;0,001312;8,50E-05;-0,001227
1019;21.428.176;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1017392 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,428176;21,428261;8,50E-05;;-0,000578;0,000663;0,001241
1020;21.428.261;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1018772 Win=1051392 Len=0;;21,428261;21,428924;0,000663;;0,000576;8,70E-05;-0,000489
1021;21.428.924;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=1018772 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;21,428924;21,429011;8,70E-05;;-0,004944;0,005031;0,009975
1022;21.429.011;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1022912 Win=1051392 Len=0;;21,429011;21,434042;0,005031;;0,004945;8,60E-05;-0,004859
1023;21.434.042;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1022912 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,434042;21,434128;8,60E-05;;-0,00063;0,000716;0,001346
1024;21.434.128;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1024292 Win=1051392 Len=0;;21,434128;21,434844;0,000716;;0,000639;7,70E-05;-0,000562
1025;21.434.844;104.118.148.140;192,168,43,84;TLSv1,2;5574;Application Data [TCP segment of a reassembled PDU];;21,434844;21,434921;7,70E-05;;-0,003507;0,003584;0,007091
1026;21.434.921;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1029812 Win=1051392 Len=0;;21,434921;21,438505;0,003584;;0,002214;0,00137;-0,000844
1027;21.438.505;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1029812 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,438505;21,439875;0,00137;;0,00127;1,00E-04;-0,00117
1028;21.439.875;104.118.148.140;192,168,43,84;TCP;9714;443  >  57209 [ACK] Seq=1031192 Ack=618 Win=31360 Len=9660 [TCP segment of a reassembled PDU];;21,439875;21,439975;1,00E-04;;-0,000679;0,000779;0,001458
1029;21.439.975;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1040852 Win=1051392 Len=0;;21,439975;21,440754;0,000779;;0,000376;0,000403;2,70E-05
1030;21.440.754;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;21,440754;21,441157;0,000403;;0,000323;8,00E-05;-0,000243
1031;21.441.157;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1042232 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,441157;21,441237;8,00E-05;;-0,003933;0,004013;0,007946
1032;21.441.237;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1043612 Win=1051392 Len=0;;21,441237;21,44525;0,004013;;0,003495;0,000518;-0,002977
1033;21.445.250;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1043612 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,44525;21,445768;0,000518;;0,000435;8,30E-05;-0,000352
1034;21.445.768;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1044992 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,445768;21,445851;8,30E-05;;-0,000229;0,000312;0,000541
1035;21.445.851;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1046372 Win=1051392 Len=0;;21,445851;21,446163;0,000312;;-0,002128;0,00244;0,004568
1036;21.446.163;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1046372 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,446163;21,448603;0,00244;;0,002359;8,10E-05;-0,002278
1037;21.448.603;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1047752 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,448603;21,448684;8,10E-05;;-0,001123;0,001204;0,002327
1038;21.448.684;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1049132 Win=1051392 Len=0;;21,448684;21,449888;0,001204;;0,001129;7,50E-05;-0,001054
1039;21.449.888;104.118.148.140;192,168,43,84;TLSv1,2;9714;Application Data [TCP segment of a reassembled PDU];;21,449888;21,449963;7,50E-05;;-0,008476;0,008551;0,017027
